Hora, Eólica, Nuclear, Fuel/gas, Carbón, Ciclo combinado, Hidráulica, Intercambios int, Enlace balear, Solar fotovoltaica, Solar térmica, Térmica renovable, Cogeneración y residuos
2024-04-13 17:00 ,1.060 ,4.841 ,0 ,248 ,954 ,2.902 ,-4.089 ,-91 ,11.188 ,1.661 ,308 ,1.014 ,
2024-04-13 17:05 ,1.118 ,4.845 ,0 ,250 ,1.104 ,3.406 ,-5.257 ,-101 ,11.971 ,1.644 ,339 ,1.013 ,
2024-04-13 17:10 ,1.280 ,4.851 ,0 ,249 ,1.164 ,3.449 ,-6.136 ,-102 ,12.653 ,1.629 ,339 ,765 ,
2024-04-13 17:15 ,1.476 ,4.862 ,0 ,249 ,1.227 ,3.462 ,-6.025 ,-102 ,12.604 ,1.609 ,339 ,763 ,
2024-04-13 17:20 ,1.679 ,4.865 ,0 ,249 ,1.239 ,3.415 ,-6.316 ,-102 ,12.680 ,1.600 ,339 ,767 ,
2024-04-13 17:25 ,1.775 ,4.876 ,0 ,249 ,1.200 ,3.429 ,-6.222 ,-102 ,12.554 ,1.593 ,339 ,762 ,
2024-04-13 17:30 ,1.782 ,4.880 ,0 ,249 ,1.126 ,3.384 ,-6.055 ,-102 ,12.651 ,1.587 ,339 ,1.017 ,
2024-04-13 17:35 ,1.860 ,4.893 ,0 ,247 ,1.113 ,3.298 ,-6.039 ,-101 ,12.720 ,1.589 ,330 ,1.016 ,
2024-04-13 17:40 ,1.889 ,4.901 ,0 ,248 ,1.048 ,3.241 ,-6.089 ,-102 ,12.973 ,1.585 ,330 ,1.023 ,
2024-04-13 17:45 ,1.874 ,4.906 ,0 ,249 ,1.035 ,3.327 ,-6.077 ,-102 ,12.909 ,1.584 ,330 ,1.021 ,
2024-04-13 17:50 ,1.885 ,4.909 ,0 ,247 ,993 ,3.381 ,-5.958 ,-101 ,12.750 ,1.583 ,333 ,1.024 ,
2024-04-13 17:55 ,1.944 ,4.917 ,0 ,244 ,1.059 ,3.409 ,-5.983 ,-102 ,12.577 ,1.579 ,333 ,993 ,
2024-04-13 18:00 ,1.964 ,4.929 ,0 ,241 ,1.058 ,3.082 ,-5.627 ,-126 ,12.638 ,1.571 ,333 ,1.023 ,
2024-04-13 18:05 ,1.715 ,4.942 ,0 ,241 ,1.077 ,3.015 ,-4.969 ,-151 ,13.153 ,1.564 ,383 ,1.011 ,
2024-04-13 18:10 ,1.649 ,4.947 ,0 ,241 ,1.108 ,3.238 ,-4.997 ,-177 ,13.008 ,1.559 ,383 ,993 ,
2024-04-13 18:15 ,1.705 ,4.949 ,0 ,242 ,1.171 ,3.234 ,-5.214 ,-179 ,12.864 ,1.556 ,383 ,1.016 ,
2024-04-13 18:20 ,1.764 ,4.952 ,0 ,251 ,1.348 ,3.206 ,-5.065 ,-179 ,12.718 ,1.566 ,383 ,1.020 ,
2024-04-13 18:25 ,1.688 ,4.963 ,0 ,251 ,1.530 ,3.321 ,-5.166 ,-179 ,12.440 ,1.560 ,383 ,1.028 ,
2024-04-13 18:30 ,1.706 ,4.970 ,0 ,254 ,1.587 ,3.558 ,-5.206 ,-179 ,12.353 ,1.552 ,383 ,998 ,
2024-04-13 18:35 ,1.722 ,4.983 ,0 ,254 ,1.690 ,3.727 ,-4.879 ,-179 ,12.156 ,1.534 ,383 ,999 ,
2024-04-13 18:40 ,1.753 ,4.985 ,0 ,252 ,1.767 ,3.925 ,-5.134 ,-179 ,11.879 ,1.518 ,383 ,1.029 ,
2024-04-13 18:45 ,1.797 ,4.991 ,0 ,250 ,1.891 ,4.179 ,-4.994 ,-179 ,11.714 ,1.515 ,362 ,1.031 ,
2024-04-13 18:50 ,1.803 ,5.000 ,0 ,250 ,2.018 ,4.538 ,-4.891 ,-179 ,11.339 ,1.507 ,362 ,1.001 ,
2024-04-13 18:55 ,1.780 ,5.006 ,0 ,251 ,2.278 ,4.617 ,-4.622 ,-179 ,10.992 ,1.495 ,362 ,1.039 ,
2024-04-13 19:00 ,1.950 ,5.008 ,0 ,249 ,2.598 ,4.371 ,-3.981 ,-203 ,10.241 ,1.480 ,362 ,1.037 ,
2024-04-13 19:05 ,1.847 ,5.023 ,0 ,246 ,2.909 ,4.029 ,-2.551 ,-230 ,9.213 ,1.494 ,374 ,1.029 ,
2024-04-13 19:10 ,1.921 ,5.022 ,0 ,247 ,3.012 ,4.156 ,-2.364 ,-236 ,8.732 ,1.484 ,374 ,1.026 ,
2024-04-13 19:15 ,1.989 ,5.021 ,0 ,247 ,3.061 ,4.616 ,-2.344 ,-236 ,8.210 ,1.493 ,396 ,1.003 ,
2024-04-13 19:20 ,2.282 ,5.027 ,0 ,247 ,3.078 ,4.534 ,-2.611 ,-236 ,8.254 ,1.480 ,401 ,1.035 ,
2024-04-13 19:25 ,2.523 ,5.026 ,0 ,248 ,3.102 ,4.803 ,-2.445 ,-236 ,7.669 ,1.461 ,401 ,1.051 ,
2024-04-13 19:30 ,2.770 ,5.034 ,0 ,248 ,3.174 ,5.436 ,-2.553 ,-236 ,7.095 ,1.437 ,401 ,1.048 ,
2024-04-13 19:35 ,2.804 ,5.031 ,0 ,248 ,3.199 ,5.889 ,-2.310 ,-236 ,6.373 ,1.397 ,401 ,1.021 ,
2024-04-13 19:40 ,2.767 ,5.034 ,0 ,248 ,3.278 ,6.611 ,-2.207 ,-236 ,5.787 ,1.338 ,401 ,1.060 ,
2024-04-13 19:45 ,2.844 ,5.041 ,0 ,248 ,3.398 ,7.412 ,-2.588 ,-236 ,5.270 ,1.292 ,401 ,1.067 ,
2024-04-13 19:50 ,2.859 ,5.042 ,0 ,252 ,3.492 ,7.624 ,-2.360 ,-236 ,4.675 ,1.252 ,431 ,1.070 ,
2024-04-13 19:55 ,2.918 ,5.045 ,0 ,248 ,3.584 ,7.834 ,-1.870 ,-236 ,4.129 ,1.179 ,431 ,1.039 ,
2024-04-13 20:00 ,2.870 ,5.046 ,0 ,250 ,3.471 ,7.757 ,-1.208 ,-255 ,3.213 ,1.115 ,401 ,1.070 ,
2024-04-13 20:05 ,2.367 ,5.051 ,0 ,248 ,3.414 ,7.313 ,717 ,-267 ,2.534 ,1.055 ,405 ,1.074 ,
2024-04-13 20:10 ,2.306 ,5.052 ,0 ,250 ,3.308 ,7.366 ,1.190 ,-267 ,2.026 ,1.015 ,405 ,1.078 ,
2024-04-13 20:15 ,2.333 ,5.053 ,0 ,249 ,3.320 ,7.721 ,1.233 ,-267 ,1.633 ,970 ,405 ,1.077 ,
2024-04-13 20:20 ,2.513 ,5.055 ,0 ,248 ,3.336 ,7.945 ,1.263 ,-267 ,1.344 ,929 ,405 ,1.050 ,
2024-04-13 20:25 ,2.718 ,5.062 ,0 ,250 ,3.383 ,8.067 ,1.441 ,-268 ,1.072 ,890 ,405 ,1.078 ,
2024-04-13 20:30 ,2.741 ,5.063 ,0 ,249 ,3.396 ,8.220 ,1.726 ,-267 ,800 ,876 ,405 ,1.078 ,
2024-04-13 20:35 ,2.826 ,5.062 ,0 ,249 ,3.423 ,8.593 ,1.870 ,-268 ,592 ,852 ,405 ,1.084 ,
2024-04-13 20:40 ,2.958 ,5.067 ,0 ,249 ,3.421 ,8.854 ,1.890 ,-267 ,450 ,828 ,405 ,1.045 ,
2024-04-13 20:45 ,3.007 ,5.068 ,0 ,250 ,3.451 ,9.151 ,1.828 ,-267 ,347 ,790 ,405 ,1.076 ,
2024-04-13 20:50 ,3.073 ,5.073 ,0 ,247 ,3.519 ,9.543 ,1.498 ,-267 ,282 ,765 ,407 ,1.080 ,
2024-04-13 20:55 ,3.093 ,5.074 ,0 ,249 ,3.546 ,9.625 ,1.723 ,-268 ,254 ,739 ,407 ,1.081 ,
2024-04-13 21:00 ,3.099 ,5.077 ,0 ,242 ,3.586 ,9.682 ,1.647 ,-267 ,231 ,725 ,422 ,1.081 ,
2024-04-13 21:05 ,3.113 ,5.077 ,0 ,249 ,3.632 ,9.756 ,1.840 ,-267 ,222 ,715 ,438 ,1.093 ,
2024-04-13 21:10 ,3.134 ,5.081 ,0 ,248 ,3.587 ,9.651 ,2.180 ,-267 ,221 ,693 ,438 ,1.093 ,
2024-04-13 21:15 ,3.152 ,5.084 ,0 ,248 ,3.625 ,9.711 ,2.153 ,-267 ,221 ,673 ,438 ,1.095 ,
2024-04-13 21:20 ,3.183 ,5.087 ,0 ,248 ,3.616 ,9.695 ,2.245 ,-268 ,221 ,663 ,438 ,1.099 ,
2024-04-13 21:25 ,3.175 ,5.092 ,0 ,248 ,3.595 ,9.659 ,2.518 ,-268 ,221 ,660 ,438 ,1.063 ,
2024-04-13 21:30 ,3.191 ,5.094 ,0 ,248 ,3.615 ,9.634 ,2.411 ,-267 ,221 ,651 ,438 ,1.091 ,
2024-04-13 21:35 ,3.190 ,5.098 ,0 ,248 ,3.613 ,9.651 ,2.430 ,-268 ,221 ,646 ,438 ,1.091 ,
2024-04-13 21:40 ,3.239 ,5.101 ,0 ,248 ,3.588 ,9.560 ,2.403 ,-268 ,221 ,635 ,438 ,1.092 ,
2024-04-13 21:45 ,3.257 ,5.101 ,0 ,248 ,3.504 ,9.342 ,2.510 ,-267 ,221 ,636 ,438 ,1.065 ,
2024-04-13 21:50 ,3.255 ,5.103 ,0 ,248 ,3.484 ,9.288 ,2.496 ,-267 ,220 ,636 ,438 ,1.089 ,
2024-04-13 21:55 ,3.270 ,5.110 ,0 ,250 ,3.504 ,9.274 ,2.443 ,-268 ,220 ,636 ,438 ,1.090 ,
2024-04-13 22:00 ,3.295 ,5.106 ,0 ,250 ,3.531 ,9.489 ,1.946 ,-243 ,220 ,633 ,438 ,1.093 ,
2024-04-13 22:05 ,3.294 ,5.111 ,0 ,248 ,3.454 ,9.579 ,1.689 ,-217 ,220 ,633 ,444 ,1.061 ,
2024-04-13 22:10 ,3.284 ,5.115 ,0 ,251 ,3.411 ,9.667 ,1.582 ,-205 ,220 ,634 ,444 ,1.081 ,
2024-04-13 22:15 ,3.274 ,5.119 ,0 ,248 ,3.341 ,9.713 ,1.514 ,-205 ,220 ,634 ,444 ,1.085 ,
2024-04-13 22:20 ,3.252 ,5.122 ,0 ,248 ,3.338 ,9.743 ,1.240 ,-204 ,220 ,634 ,444 ,1.089 ,
2024-04-13 22:25 ,3.266 ,5.124 ,0 ,248 ,3.390 ,9.809 ,1.179 ,-205 ,220 ,634 ,444 ,1.087 ,
2024-04-13 22:30 ,3.267 ,5.124 ,0 ,248 ,3.328 ,9.588 ,995 ,-204 ,220 ,634 ,444 ,1.087 ,
2024-04-13 22:35 ,3.292 ,5.125 ,0 ,249 ,3.415 ,9.560 ,707 ,-205 ,220 ,636 ,444 ,1.090 ,
2024-04-13 22:40 ,3.284 ,5.130 ,0 ,249 ,3.430 ,9.355 ,783 ,-205 ,220 ,633 ,444 ,1.060 ,
2024-04-13 22:45 ,3.276 ,5.132 ,0 ,248 ,3.376 ,9.113 ,978 ,-205 ,220 ,633 ,444 ,1.090 ,
2024-04-13 22:50 ,3.258 ,5.135 ,0 ,248 ,3.409 ,8.972 ,923 ,-204 ,219 ,634 ,444 ,1.042 ,
2024-04-13 22:55 ,3.284 ,5.140 ,0 ,248 ,3.408 ,8.596 ,1.036 ,-205 ,220 ,634 ,444 ,1.076 ,
2024-04-13 23:00 ,3.278 ,5.143 ,0 ,247 ,3.504 ,8.449 ,840 ,-190 ,220 ,635 ,444 ,1.076 ,
2024-04-13 23:05 ,3.260 ,5.147 ,0 ,247 ,3.479 ,8.615 ,821 ,-179 ,219 ,635 ,440 ,1.070 ,
2024-04-13 23:10 ,3.293 ,5.143 ,0 ,247 ,3.349 ,8.442 ,881 ,-179 ,196 ,635 ,440 ,1.036 ,
2024-04-13 23:15 ,3.299 ,5.149 ,0 ,247 ,3.299 ,8.301 ,798 ,-179 ,196 ,635 ,440 ,1.074 ,
2024-04-13 23:20 ,3.306 ,5.151 ,0 ,247 ,3.346 ,8.101 ,904 ,-179 ,196 ,636 ,440 ,1.072 ,
2024-04-13 23:25 ,3.307 ,5.153 ,0 ,247 ,3.363 ,7.855 ,1.049 ,-179 ,196 ,636 ,440 ,1.068 ,
2024-04-13 23:30 ,3.283 ,5.158 ,0 ,252 ,3.369 ,7.814 ,915 ,-179 ,196 ,636 ,440 ,1.068 ,
2024-04-13 23:35 ,3.272 ,5.159 ,0 ,249 ,3.435 ,7.879 ,660 ,-179 ,196 ,634 ,440 ,1.074 ,
2024-04-13 23:40 ,3.247 ,5.159 ,0 ,248 ,3.449 ,7.694 ,519 ,-179 ,196 ,631 ,440 ,1.069 ,
2024-04-13 23:45 ,3.242 ,5.164 ,0 ,248 ,3.400 ,7.455 ,883 ,-179 ,195 ,629 ,440 ,1.086 ,
2024-04-13 23:50 ,3.257 ,5.162 ,0 ,245 ,3.467 ,7.418 ,920 ,-179 ,195 ,624 ,440 ,1.084 ,
2024-04-13 23:55 ,3.276 ,5.166 ,0 ,248 ,3.548 ,7.316 ,677 ,-179 ,195 ,609 ,440 ,1.051 ,
2024-04-14 00:00 ,3.286 ,5.171 ,0 ,246 ,3.559 ,6.900 ,906 ,-155 ,195 ,596 ,440 ,1.038 ,
2024-04-14 00:05 ,3.227 ,5.175 ,0 ,249 ,3.202 ,6.810 ,1.508 ,-130 ,195 ,586 ,419 ,1.064 ,
2024-04-14 00:10 ,3.194 ,5.176 ,0 ,247 ,2.779 ,6.493 ,1.987 ,-104 ,192 ,580 ,419 ,1.065 ,
2024-04-14 00:15 ,3.185 ,5.180 ,0 ,247 ,2.520 ,6.651 ,2.107 ,-92 ,192 ,552 ,419 ,1.062 ,
2024-04-14 00:20 ,3.206 ,5.179 ,0 ,247 ,2.454 ,6.907 ,1.835 ,-92 ,192 ,537 ,419 ,1.059 ,
2024-04-14 00:25 ,3.198 ,5.182 ,0 ,247 ,2.489 ,7.052 ,1.592 ,-102 ,192 ,526 ,419 ,1.063 ,
2024-04-14 00:30 ,3.213 ,5.187 ,0 ,247 ,2.376 ,6.936 ,1.391 ,-102 ,192 ,518 ,419 ,1.062 ,
2024-04-14 00:35 ,3.250 ,5.188 ,0 ,247 ,2.268 ,6.878 ,1.610 ,-102 ,192 ,516 ,419 ,1.063 ,
2024-04-14 00:40 ,3.253 ,5.194 ,0 ,248 ,2.227 ,6.473 ,1.770 ,-102 ,192 ,513 ,419 ,1.031 ,
2024-04-14 00:45 ,3.260 ,5.191 ,0 ,248 ,2.238 ,6.565 ,1.738 ,-102 ,192 ,510 ,419 ,1.064 ,
2024-04-14 00:50 ,3.271 ,5.200 ,0 ,248 ,2.285 ,6.337 ,1.804 ,-102 ,192 ,510 ,419 ,1.064 ,
2024-04-14 00:55 ,3.293 ,5.199 ,0 ,248 ,2.313 ,6.367 ,1.499 ,-102 ,192 ,511 ,419 ,1.067 ,
2024-04-14 01:00 ,3.183 ,5.199 ,0 ,248 ,2.260 ,6.264 ,1.426 ,-102 ,192 ,510 ,419 ,1.031 ,
2024-04-14 01:05 ,3.158 ,5.204 ,0 ,248 ,2.289 ,6.332 ,1.300 ,-102 ,192 ,499 ,417 ,1.069 ,
2024-04-14 01:10 ,3.129 ,5.209 ,0 ,248 ,2.298 ,6.264 ,1.448 ,-102 ,192 ,509 ,417 ,1.063 ,
2024-04-14 01:15 ,3.120 ,5.213 ,0 ,248 ,2.271 ,6.218 ,1.365 ,-102 ,192 ,509 ,417 ,1.065 ,
2024-04-14 01:20 ,3.115 ,5.212 ,0 ,248 ,2.278 ,6.192 ,1.262 ,-102 ,192 ,508 ,417 ,1.064 ,
2024-04-14 01:25 ,3.097 ,5.213 ,0 ,248 ,2.283 ,6.110 ,1.262 ,-102 ,192 ,508 ,417 ,1.064 ,
2024-04-14 01:30 ,3.088 ,5.216 ,0 ,248 ,2.245 ,5.925 ,1.342 ,-102 ,192 ,510 ,417 ,1.061 ,
2024-04-14 01:35 ,3.084 ,5.220 ,0 ,247 ,2.251 ,5.889 ,1.446 ,-102 ,192 ,508 ,417 ,1.066 ,
2024-04-14 01:40 ,3.069 ,5.221 ,0 ,249 ,2.257 ,5.801 ,1.336 ,-102 ,192 ,508 ,417 ,1.065 ,
2024-04-14 01:45 ,3.037 ,5.224 ,0 ,249 ,2.208 ,5.658 ,1.329 ,-102 ,192 ,508 ,417 ,1.066 ,
2024-04-14 01:50 ,3.026 ,5.225 ,0 ,250 ,2.223 ,5.622 ,1.499 ,-102 ,192 ,508 ,417 ,1.060 ,
2024-04-14 01:55 ,3.014 ,5.226 ,0 ,247 ,2.219 ,5.618 ,1.284 ,-102 ,192 ,507 ,417 ,1.064 ,
2024-04-14 02:00 ,2.991 ,5.237 ,0 ,247 ,2.272 ,5.789 ,902 ,-102 ,192 ,508 ,417 ,1.065 ,
2024-04-14 02:05 ,3.047 ,5.236 ,0 ,248 ,2.355 ,6.068 ,594 ,-102 ,192 ,510 ,412 ,1.034 ,
2024-04-14 02:10 ,2.987 ,5.238 ,0 ,246 ,2.355 ,6.236 ,437 ,-102 ,192 ,511 ,412 ,1.066 ,
2024-04-14 02:15 ,2.935 ,5.240 ,0 ,247 ,2.327 ,6.245 ,535 ,-102 ,192 ,510 ,412 ,1.060 ,
2024-04-14 02:20 ,2.927 ,5.241 ,0 ,247 ,2.302 ,6.219 ,461 ,-102 ,192 ,511 ,412 ,1.061 ,
2024-04-14 02:25 ,2.845 ,5.247 ,0 ,247 ,2.271 ,6.089 ,491 ,-102 ,192 ,510 ,412 ,1.031 ,
2024-04-14 02:30 ,2.703 ,5.248 ,0 ,247 ,2.277 ,6.092 ,426 ,-102 ,192 ,510 ,412 ,1.063 ,
2024-04-14 02:35 ,2.527 ,5.252 ,0 ,249 ,2.298 ,6.150 ,679 ,-102 ,192 ,509 ,412 ,1.065 ,
2024-04-14 02:40 ,2.443 ,5.255 ,0 ,248 ,2.299 ,6.155 ,891 ,-102 ,192 ,509 ,412 ,1.063 ,
2024-04-14 02:45 ,2.423 ,5.252 ,0 ,248 ,2.289 ,6.183 ,617 ,-102 ,192 ,510 ,412 ,1.063 ,
2024-04-14 02:50 ,2.422 ,5.258 ,0 ,248 ,2.252 ,6.175 ,669 ,-102 ,192 ,510 ,412 ,1.067 ,
2024-04-14 02:55 ,2.412 ,5.263 ,0 ,248 ,2.238 ,5.926 ,792 ,-102 ,192 ,509 ,412 ,1.070 ,
2024-04-14 03:00 ,2.380 ,5.261 ,0 ,248 ,2.255 ,5.898 ,871 ,-102 ,192 ,510 ,412 ,1.068 ,
